area,perimeter,compactness,eccentricity,label
6400.0,409.6711348295212,2.086800306435703,0.9724888181811445,BASMATI100
5626.5,429.17871284484863,2.6051225528060007,0.984231231198083,BASMATI100
5907.5,425.3452332019806,2.43707865425572,0.979211067867131,BASMATI100
6925.5,431.570628285408,2.1401428483420704,0.9768418023628584,BASMATI100
9186.0,477.50461423397064,1.9752353079612204,0.9634146258910776,BASMATI100
6829.0,435.70562422275543,2.212174364322528,0.9754400856832778,BASMATI100
7420.5,428.09039998054504,1.965295882002742,0.9635404031054048,BASMATI100
7423.5,484.11478531360626,2.5123382837718595,0.9851474548465916,BASMATI100
7005.5,427.06096267700195,2.071718517965844,0.9649116647118113,BASMATI100
7782.0,465.06810450553894,2.211729551216616,0.9746528476342714,BASMATI100
7998.5,455.17871367931366,2.061320276136264,0.9737006893201112,BASMATI100
7384.0,458.79393780231476,2.2684739140843844,0.9765653439793608,BASMATI100
8455.0,450.87719690799713,1.9133440356795388,0.9610420310016311,BASMATI100
7024.0,418.4507917165756,1.9837841720848053,0.9657722837303488,BASMATI100
7656.0,435.07820785045624,1.9675368413296868,0.9685723329313166,BASMATI100
6126.0,408.8771971464157,2.171695469008966,0.9748209575827471,BASMATI100
8025.0,465.24472856521606,2.1463869395497315,0.974446313955364,BASMATI100
7720.0,441.7056246995926,2.0111232874901064,0.9640258024429406,BASMATI100
7533.0,465.2691112756729,2.286812781008061,0.9775952950964021,BASMATI100
7128.5,424.6000671386719,2.012575117780696,0.9661028423859457,BASMATI100
7807.5,473.86500465869904,2.2886923437589335,0.9728991126767855,BASMATI100
8060.5,448.5756814479828,1.9865504774398628,0.9675906874986453,BASMATI100
8168.5,488.94321286678314,2.3289741410495246,0.9783899263065396,BASMATI100
7879.5,469.7228692770004,2.2283062904592286,0.9706507410327744,BASMATI100
8701.5,499.462984085083,2.2814062479841395,0.9766649964190369,BASMATI100
5562.0,357.480229139328,1.8283662951414479,0.9441139431633732,BASMATI100
7029.0,430.4163008928299,2.0973649891085073,0.9730945088905054,BASMATI100
6555.5,457.8305140733719,2.544449194680467,0.9811195725229276,BASMATI100
8126.5,473.42849338054657,2.1948021716088686,0.9761727545058435,BASMATI100
7766.0,426.3330409526825,1.8624762079858934,0.9562645051770978,BASMATI100
6594.5,427.46298384666443,2.204983222517382,0.9756249726184425,BASMATI100
6342.0,411.563489317894,2.1253848448141093,0.9710986706282773,BASMATI100
7069.0,448.75944674015045,2.2670409354962233,0.9764146999183947,BASMATI100
6004.5,403.1442220211029,2.1539428014795097,0.9741780418280775,BASMATI100
6799.5,418.5756822824478,2.050506477209828,0.9722170113264008,BASMATI100
6663.0,427.47012424468994,2.1823874600860877,0.9737425131937509,BASMATI100
5742.0,434.5340517759323,2.6168243845742696,0.9836977538907841,BASMATI100
7315.5,488.14927566051483,2.5920980167038157,0.9844495583049123,BASMATI100
5979.0,393.67113506793976,2.0626651330388617,0.9701894484257654,BASMATI100
6689.0,428.33304142951965,2.1826901772093423,0.9760296010134707,BASMATI100
7609.0,478.215292096138,2.3917152414509726,0.982100512795051,BASMATI100
7730.5,429.52185916900635,1.8991229980905628,0.9599534949950186,BASMATI100
7266.5,417.8650047779083,1.9122156186624975,0.9576637377359674,BASMATI100
7033.5,431.085346698761,2.102544351305332,0.9711502596707274,BASMATI100
6322.5,376.45793867111206,1.7837509513134504,0.9398787569601649,BASMATI100
7357.5,442.9432121515274,2.1220517304054405,0.9719683368257216,BASMATI100
7894.0,457.87214374542236,2.113398811867344,0.9737063485679806,BASMATI100
7053.0,448.53405141830444,2.269901909409491,0.979705464680742,BASMATI100
6178.0,438.35742688179016,2.475135447928563,0.9803425391988957,BASMATI100
7799.0,447.1269793510437,2.0399192067140577,0.9734739085228598,BASMATI100
6931.5,437.11983811855316,2.1936328547544113,0.9743434852015763,BASMATI100
7741.5,461.5706276893616,2.189986041509394,0.9758766830031046,BASMATI100
6919.5,437.4629842042923,2.200888518191368,0.9719063718861488,BASMATI100
7967.0,476.7350615262985,2.2701236098175017,0.9776018183309924,BASMATI100
6475.0,419.81327080726624,2.1660211317834337,0.9756693228444697,BASMATI100
5676.5,413.37972342967987,2.395564311796802,0.9811449629105395,BASMATI100
8322.5,476.39905428886414,2.1700918379657024,0.9729821757551201,BASMATI100
8409.0,470.5340510606766,2.0952116408530235,0.9729909718774737,BASMATI100
6861.0,413.78888511657715,1.9859136378417845,0.9666913925891861,BASMATI100
6769.0,432.534051656723,2.1994101689084804,0.9758265971837137,BASMATI100
8155.5,479.94826579093933,2.2476485138522775,0.9756253261302806,BASMATI100
5991.0,416.842707157135,2.3079969568071883,0.9771723026799212,BASMATI100
7518.5,454.40916109085083,2.1855114626655134,0.9662474438291202,BASMATI100
7197.0,439.9554086923599,2.1402078646148346,0.9745679820743248,BASMATI100
7119.5,454.69343197345734,2.3108832430863173,0.9768040901946401,BASMATI100
7432.5,451.86500561237335,2.186113147126507,0.973177561132629,BASMATI100
6718.5,440.54119193553925,2.298745327407555,0.9794404559841201,BASMATI100
8395.0,492.84270763397217,2.30242825000707,0.9766006375225388,BASMATI100
7796.5,488.3746712207794,2.4344267778996906,0.9800185096779852,BASMATI100
6927.5,449.51176059246063,2.3211099798983175,0.979080513952413,BASMATI100
8282.0,469.06810462474823,2.1141057916973787,0.973692868470128,BASMATI100
7607.5,455.36962139606476,2.169083567078369,0.9723752647132675,BASMATI100
8167.0,467.8233746290207,2.132511663476711,0.9671745760188377,BASMATI100
8906.5,481.91377341747284,2.075017393886105,0.9700639900198964,BASMATI100
7610.0,455.06810450553894,2.1655004254478256,0.9639801667390628,BASMATI100
8089.5,487.688379406929,2.3396628078390362,0.9781859433930918,BASMATI100
5511.5,394.3990602493286,2.245908543152915,0.9753812232767857,BASMATI100
8306.0,460.04877054691315,2.0277105372342086,0.9659026941589083,BASMATI100
6171.5,417.60511887073517,2.2486974613026063,0.9741980951565279,BASMATI100
6329.5,421.71276557445526,2.2359095302356677,0.9741171087140412,BASMATI100
6710.0,456.49956119060516,2.4714301733870294,0.980634464376507,BASMATI100
9139.5,499.7472541332245,2.1745456636480958,0.9742915963653485,BASMATI100
8317.5,472.4823212623596,2.135838707913157,0.9741590234122425,BASMATI100
